title,price,available_quantity,sold_quantity,listing_type_id,thumbnail_id,tags,use_thumbnail_id,order_backend,seller__id,seller__tags,seller__seller_reputation__transactions__total,seller__seller_reputation__transactions__canceled,seller__seller_reputation__transactions__ratings__negative,seller__seller_reputation__transactions__ratings__positive,seller__seller_reputation__transactions__ratings__neutral,seller__seller_reputation__transactions__completed,seller__seller_reputation__metrics__claims__rate,seller__seller_reputation__metrics__claims__value,seller__seller_reputation__metrics__claims__period,seller__seller_reputation__metrics__delayed_handling_time__rate,seller__seller_reputation__metrics__delayed_handling_time__value,seller__seller_reputation__metrics__delayed_handling_time__period,seller__seller_reputation__metrics__sales__period,seller__seller_reputation__metrics__sales__completed,seller__seller_reputation__metrics__cancellations__rate,seller__seller_reputation__metrics__cancellations__value,seller__seller_reputation__metrics__cancellations__period,seller__seller_reputation__level_id,prices__prices,prices__reference_prices,installments__quantity,installments__amount,installments__rate,shipping__free_shipping,shipping__mode,shipping__tags,shipping__logistic_type,days_remaining,years_active
Apple iPhone 11 Pro Max 64 Gb Silver 4 Gb Ram Mwhf2le/a,387199.0,1,0,gold_pro,963064-MLA43188321674_082020,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'shipping_guaranteed']",False,17,176546321,"['normal', 'user_info_verified', 'credits_priority_4', 'eshop', 'developer', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",4064,222,0.01,0.99,0.0,3842,0.0,2,60 days,0.0224,12,60 days,60 days,553,0.0,1,60 days,5_green,"[{'id': '2', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 387199, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-01-28T18:20:32Z'}]",[],9,43022.11,0.0,True,me2,"['self_service_in', 'mandatory_free_shipping']",xd_drop_off,6952,6
iPhone 11 128gb White Original Sellado Gtia Cuotas,225990.0,1,3,gold_pro,739246-MLA43654396781_102020,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'shipping_guaranteed']",False,18,3777445,"['normal', 'user_info_verified', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",3476,174,0.0,0.99,0.01,3302,0.0045,4,60 days,0.0,0,60 days,60 days,839,0.0,0,60 days,5_green,"[{'id': '7', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 225990, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-27T14:50:15Z'}]",[],9,25110.0,0.0,True,me2,"['self_service_in', 'mandatory_free_shipping']",xd_drop_off,7127,20
Apple iPhone 11 Pro Max 64 Gb Silver 4 Gb Ram Mwhf2le/a,319999.0,1,0,gold_special,978618-MLA43188327427_082020,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",False,19,176546321,"['normal', 'user_info_verified', 'credits_priority_4', 'eshop', 'developer', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",4064,222,0.01,0.99,0.0,3842,0.0,2,60 days,0.0224,12,60 days,60 days,553,0.0,1,60 days,5_green,"[{'id': '2', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 319999, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-01-28T18:21:10Z'}]",[],12,45378.52,70.17,True,me2,"['self_service_in', 'mandatory_free_shipping']",xd_drop_off,6952,6
Apple iPhone 11 Pro 256gb Space Gray Sellado Mwcm2ll/a _s,268065.0,1,0,gold_special,758738-MLA32445499625_102019,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",False,20,470817630,"['normal', 'user_info_verified', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",1615,139,0.03,0.95,0.02,1476,0.0,2,60 days,0.0332,10,60 days,60 days,315,0.0,0,60 days,5_green,"[{'id': '10', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 268065, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-20T17:11:43Z'}]",[],12,38013.85,70.17,True,me2,"['self_service_out', 'mandatory_free_shipping']",drop_off,7016,1
iPhone 11 128gb Black Original Sellado Gtia Cuotas,225990.0,1,4,gold_pro,738648-MLA43654417399_102020,"['loyalty_discount_eligible', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'shipping_guaranteed']",False,21,3777445,"['normal', 'user_info_verified', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",3476,174,0.0,0.99,0.01,3302,0.0045,4,60 days,0.0,0,60 days,60 days,839,0.0,0,60 days,5_green,"[{'id': '8', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 225990, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-27T14:47:31Z'}]",[],9,25110.0,0.0,True,me2,"['self_service_in', 'mandatory_free_shipping']",xd_drop_off,7127,20
iPhone 11 Pro Max 256 Gb Gris Espacial 4 Gb Ram Nuevo !!!,298000.0,1,0,gold_special,639283-MLA32646972173_102019,"['good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible']",False,22,440790901,"['normal', 'user_info_verified', 'messages_as_seller', 'messages_as_buyer']",11,3,0.05,0.95,0.0,8,0.0,1,365 days,0.0,0,365 days,365 days,8,0.0,1,365 days,5_green,"[{'id': '686aad0c-723f-42ec-b041-9c448abfc7ce', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 298000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2020-10-07T23:44:37Z'}]",[],12,42258.88,70.17,True,me2,['mandatory_free_shipping'],xd_drop_off,6911,2
iPhone 11 128 Gb Varios Colores 4 Gb Ram,252320.0,1,1,gold_special,768543-MLA43322944599_082020,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",False,23,89910928,"['normal', 'user_info_verified', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",3722,386,0.0,0.99,0.01,3336,0.0045,4,60 days,0.0035,3,60 days,60 days,809,0.0,0,60 days,5_green,"[{'id': '7', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 252320, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-23T13:43:45Z'}]",[],12,35781.08,70.17,True,me2,"['self_service_in', 'mandatory_free_shipping']",xd_drop_off,6966,15
iPhone 11 128 Gb Blanco,196764.75,1,1,gold_special,739246-MLA43654396781_102020,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",False,24,313857396,"['normal', 'user_info_verified', 'eshop', 'credits_profile', 'mshops', 'messages_as_seller', 'messages_as_buyer']",4047,365,0.02,0.97,0.01,3682,0.0116,7,60 days,0.002,1,60 days,60 days,529,0.0,2,60 days,5_green,"[{'id': '24', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 196764.75, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-27T15:32:56Z'}]",[],12,27902.88,70.17,True,me2,['mandatory_free_shipping'],xd_drop_off,7202,3
Apple iPhone 11 Pro Max 64 Gb Silver 4 Gb Ram Mwhf2le/a,319999.0,1,0,gold_special,821767-MLA43188257112_082020,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",False,25,556508298,"['normal', 'user_info_verified', 'eshop', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",889,56,0.02,0.95,0.03,833,0.0196,3,60 days,0.0145,2,60 days,60 days,144,0.0,0,60 days,5_green,"[{'id': '2', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 319999, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-01-28T18:16:13Z'}]",[],12,45378.52,70.17,True,me2,"['self_service_in', 'mandatory_free_shipping']",xd_drop_off,6952,1
Apple iPhone 11  128gb  Display 6.1  New Unlocked Negro,229999.98,50,5,gold_pro,785544-MLA32445402658_102019,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'brand_verified', 'immediate_payment']",False,26,280992944,"['normal', 'user_info_verified', 'credits_profile', 'mshops', 'messages_as_seller', 'messages_as_buyer']",219,17,0.01,0.98,0.01,202,0.0,1,365 days,0.0268,4,365 days,365 days,202,0.0182,4,365 days,5_green,"[{'id': '16', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 229999.98, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-19T17:35:12Z'}]",[],9,25555.55,0.0,True,me2,"['self_service_in', 'mandatory_free_shipping']",xd_drop_off,6996,3
Apple iPhone 11 Pro Max 64 Gb Silver 4 Gb Ram Mwhf2le/a Gtia,319999.0,1,0,gold_special,857704-MLA43188191405_082020,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",False,27,583145152,"['normal', 'user_info_verified', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",681,37,0.01,0.95,0.04,644,0.0,0,60 days,0.0319,3,60 days,60 days,99,0.0,0,60 days,5_green,"[{'id': '2', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 319999, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-01-28T18:10:34Z'}]",[],12,45378.52,70.17,True,me2,"['self_service_in', 'mandatory_free_shipping']",xd_drop_off,6952,1
iPhone 11 128gb Blanco Original Caja Sellada Gtia Apple,194990.0,50,5,gold_special,684385-MLA43507329629_092020,"['good_quality_thumbnail', 'brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",False,28,17846983,"['normal', 'user_info_verified', 'mshops', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",1226,118,0.0,0.99,0.01,1108,0.0159,3,60 days,0.0828,14,60 days,60 days,171,0.0159,3,60 days,5_green,"[{'id': '20', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 194990, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-19T19:51:42Z'}]",[],12,27651.21,70.17,True,me2,"['self_service_in', 'mandatory_free_shipping']",xd_drop_off,6984,18
Apple iPhone 11 Pro Max 64 Gb Super Retina Xdr Display 6.5,329999.0,1,0,gold_special,831196-MLA43441970142_092020,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",False,29,15096445,"['normal', 'user_info_verified', 'credits_profile', 'eshop', 'mshops', 'messages_as_seller', 'messages_as_buyer']",49388,3052,0.02,0.98,0.0,46336,0.0159,57,60 days,0.0325,111,60 days,60 days,3310,0.0139,50,60 days,5_green,"[{'id': '16', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 329999, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-05-19T23:05:55Z'}, {'id': '20', 'type': 'promotion', 'conditions': {'context_restrictions': [], 'start_time': '2021-07-05T02:30:00Z', 'end_time': '2021-08-02T03:00:00Z', 'eligible': True}, 'amount': 329999, 'regular_amount': 384000, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {'campaign_id': 'MLA6424', 'promotion_id': 'MLA6424', 'promotion_type': 'campaign'}, 'last_updated': '2021-07-05T02:48:45Z'}]",[],12,46796.61,70.17,True,me2,"['self_service_out', 'mandatory_free_shipping']",cross_docking,6987,14
Apple iPhone 11 (64 Gb) - Morado,184889.0,1,2,gold_special,793954-MLA46114829790_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,30,45582473,"['normal', 'user_info_verified', 'eshop', 'credits_profile', 'mshops', 'messages_as_seller', 'messages_as_buyer']",96,18,0.0,1.0,0.0,78,0.0,2,60 days,0.1923,5,60 days,60 days,68,0.047,4,60 days,2_orange,"[{'id': '13', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 184889, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-29T14:24:55Z'}]",[],12,26218.8,70.17,True,me2,['mandatory_free_shipping'],xd_drop_off,7247,7
Apple iPhone 11 Pro Max 64 Gb Silver 4 Gb Ram Mwhf2le/a,387199.0,1,0,gold_pro,880514-MLA44012060314_112020,"['good_quality_picture', 'good_quality_thumbnail', 'brand_verified', 'immediate_payment', 'shipping_guaranteed']",False,31,661660917,"['normal', 'user_info_verified', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",402,34,0.0,1.0,0.0,368,0.0,1,60 days,0.0,0,60 days,60 days,103,0.0,2,60 days,5_green,"[{'id': '2', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 387199, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-01-28T18:13:35Z'}]",[],9,43022.11,0.0,True,me2,"['self_service_in', 'mandatory_free_shipping']",xd_drop_off,7033,0
iPhone 12 Mini 64gb Caja Sellada Garantía Apple Vs Colores,225990.0,1,0,gold_special,982284-MLA32445402673_102019,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",False,32,89910928,"['normal', 'user_info_verified', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",3722,386,0.0,0.99,0.01,3336,0.0045,4,60 days,0.0035,3,60 days,60 days,809,0.0,0,60 days,5_green,"[{'id': '6', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 225990, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-19T14:58:29Z'}]",[],12,32047.27,70.17,True,me2,"['self_service_in', 'mandatory_free_shipping']",xd_drop_off,6949,15
