date,bitcoin_price_USD
2021-07-30 12:30:11,39007.2133
2021-07-30 12:31:11,39044.425
2021-07-30 12:32:11,39062.0583
2021-07-30 12:33:12,39046.26
2021-07-30 12:34:12,39063.03
2021-07-30 12:35:12,39008.6867
2021-07-30 12:36:12,39031.5183
2021-07-30 12:37:12,39037.6283
2021-07-30 12:38:13,39008.3417
2021-07-30 12:39:13,39030.625
2021-07-30 12:40:13,39035.805
2021-07-30 12:41:13,39047.1483
2021-07-30 12:42:13,39051.0883
2021-07-30 12:43:14,39068.8533
2021-07-30 12:44:14,39071.7517
2021-07-30 12:45:14,39052.7367
2021-07-30 12:46:14,39066.9733
2021-07-30 12:47:15,39061.6233
2021-07-30 12:48:15,39060.1933
2021-07-30 12:49:15,39054.2833
2021-07-30 12:50:15,39055.7683
2021-07-30 12:51:15,39057.7767
2021-07-30 12:52:15,39041.6183
2021-07-30 12:53:16,39039.955
2021-07-30 12:54:16,39035.6783
2021-07-30 12:55:16,39036.2867
2021-07-30 12:56:16,39034.9633
2021-07-30 12:57:16,39076.5683
2021-07-30 12:58:17,39074.375
2021-07-30 12:59:17,39083.2133
2021-07-30 13:00:17,39083.24
2021-07-30 13:01:17,39086.995
2021-07-30 13:02:17,39084.6183
2021-07-30 13:03:18,39039.2783
2021-07-30 13:04:18,39065.9417
2021-07-30 13:05:18,39029.78
2021-07-30 13:06:18,39016.1067
2021-07-30 13:07:18,38983.9717
2021-07-30 13:08:19,38980.585
2021-07-30 13:09:19,38980.8717
2021-07-30 13:10:19,39008.4867
2021-07-30 13:11:19,39005.1183
2021-07-30 13:12:19,39017.805
2021-07-30 13:13:20,39004.5333
2021-07-30 13:14:20,38997.185
2021-07-30 13:15:20,38989.85
2021-07-30 13:16:20,38967.8083
2021-07-30 13:17:21,38931.4433
2021-07-30 13:18:21,38986.9083
2021-07-30 13:19:21,38986.9083
2021-07-30 13:20:21,38990.2667
2021-07-30 13:21:21,39019.455
2021-07-30 13:22:22,39019.455
2021-07-30 13:23:22,39057.2083
2021-07-30 13:24:22,39057.2083
2021-07-30 13:25:23,39175.605
2021-07-30 13:26:29,39135.92
2021-07-30 13:27:29,39087.705
2021-07-30 13:28:30,39090.425
2021-07-30 13:29:30,39033.41
2021-07-30 13:30:30,39018.4583
2021-07-30 13:31:31,39018.0883
2021-07-30 13:32:31,39055.4633
2021-07-30 13:33:31,39042.3533
2021-07-30 13:34:31,39052.1367
2021-07-30 13:35:31,39060.8033
2021-07-30 13:36:32,39040.26
2021-07-30 13:37:32,39022.3583
2021-07-30 13:38:32,39004.9833
2021-07-30 13:39:32,38999.945
2021-07-30 13:40:32,38998.1317
2021-07-30 13:41:33,39012.685
2021-07-30 13:42:33,39008.31
2021-07-30 13:43:33,39007.245
2021-07-30 13:44:33,39005.1533
2021-07-30 13:45:34,38997.57
2021-07-30 13:46:34,38982.7183
2021-07-30 13:47:34,38976.9
2021-07-30 13:48:34,38969.155
2021-07-30 13:49:35,38958.5483
2021-07-30 13:50:35,38994.725
2021-07-30 13:51:35,38972.5583
2021-07-30 13:52:35,38960.3167
2021-07-30 13:53:35,38957.9083
2021-07-30 13:54:35,38969.525
2021-07-30 13:55:35,38957.5233
2021-07-30 13:56:35,38966.92
2021-07-30 13:57:36,38983.5683
2021-07-30 13:58:36,38959.525
2021-07-30 13:59:36,38955.6717
2021-07-30 14:00:36,38933.105
2021-07-30 14:01:36,38962.9867
2021-07-30 14:02:37,38948.4417
2021-07-30 14:03:37,38977.8767
2021-07-30 14:04:37,38956.5483
2021-07-30 14:05:37,38941.8233
2021-07-30 14:06:38,38967.06
2021-07-30 14:07:38,38993.1417
2021-07-30 14:08:38,38992.9183
2021-07-30 14:09:38,39003.5667
2021-07-30 14:10:38,39010.8617
2021-07-30 14:11:39,39030.4233
2021-07-30 14:12:39,39027.6083
2021-07-30 14:13:39,39009.3833
2021-07-30 14:14:40,39017.3017
2021-07-30 14:15:40,39018.7067
2021-07-30 14:16:40,39015.0083
2021-07-30 14:17:40,39021.4567
2021-07-30 14:18:40,39029.3183
2021-07-30 14:19:40,39029.5017
2021-07-30 14:20:40,39044.8383
2021-07-30 14:21:41,38986.805
2021-07-30 14:22:41,38985.315
2021-07-30 14:23:41,38994.5283
2021-07-30 14:24:42,38992.4233
2021-07-30 14:25:42,39001.5283
2021-07-30 14:26:42,39001.6833
2021-07-30 14:27:42,38982.9083
2021-07-30 14:28:42,38962.7917
2021-07-30 14:29:42,39007.7883
2021-07-30 14:30:42,39037.6617
2021-07-30 14:31:43,39043.7817
2021-07-30 14:32:43,39034.4633
2021-07-30 14:33:43,39024.9183
2021-07-30 14:34:43,39009.0233
2021-07-30 14:35:43,38999.95
2021-07-30 14:36:43,39004.5033
2021-07-30 14:37:43,38997.88
2021-07-30 14:38:44,38993.4183
2021-07-30 14:39:44,38999.0333
2021-07-30 14:40:44,39011.2917
2021-07-30 14:41:44,39018.9617
2021-07-30 14:42:44,39019.2617
2021-07-30 14:43:45,39008.2883
2021-07-30 14:44:45,39028.475
2021-07-30 14:45:46,39024.36
2021-07-30 14:46:46,39021.555
2021-07-30 14:47:46,39019.2167
2021-07-30 14:48:47,39018.1283
2021-07-30 14:49:47,39044.7533
2021-07-30 14:50:47,39053.6417
2021-07-30 14:51:47,39065.805
2021-07-30 14:52:48,39045.195
2021-07-30 14:53:48,39020.495
2021-07-30 14:54:48,39017.5833
2021-07-30 14:55:48,39015.1917
2021-07-30 14:56:49,39017.0933
2021-07-30 14:57:49,39016.8167
2021-07-30 14:58:50,39017.1183
2021-07-30 14:59:50,39016.9167
2021-07-30 15:00:50,39024.49
2021-07-30 15:01:51,39028.2517
2021-07-30 15:02:51,39012.915
2021-07-30 15:03:51,39021.6467
2021-07-30 15:04:52,39035.1867
2021-07-30 15:05:52,39046.6383
2021-07-30 15:06:52,39021.055
2021-07-30 15:07:53,39018.005
2021-07-30 15:08:53,38991.7267
2021-07-30 15:09:53,38931.6233
2021-07-30 15:10:54,38957.97
2021-07-30 15:11:54,38971.7433
2021-07-30 15:12:54,38976.2217
2021-07-30 15:13:55,38965.9567
2021-07-30 15:14:55,38981.32
2021-07-30 15:15:55,39050.3967
2021-07-30 15:16:55,39045.08
2021-07-30 15:17:55,39055.37
2021-07-30 15:18:55,39050.055
2021-07-30 15:19:56,39145.1383
2021-07-30 15:20:56,39163.77
2021-07-30 15:21:56,39176.645
2021-07-30 15:22:56,39139.1417
2021-07-30 15:23:56,39152.7983
2021-07-30 15:24:56,39155.525
2021-07-30 15:25:57,39156.8283
2021-07-30 15:26:57,39154.4267
2021-07-30 15:27:57,39147.94
2021-07-30 15:28:57,39131.3783
2021-07-30 15:29:58,39130.1083
2021-07-30 15:30:58,39107.4617
2021-07-30 15:31:58,39132.4917
2021-07-30 15:32:58,39146.4717
2021-07-30 15:33:58,39132.5633
2021-07-30 15:34:59,39136.8583
2021-07-30 15:35:59,39140.6267
2021-07-30 15:36:59,39144.45
2021-07-30 15:38:00,39155.635
2021-07-30 15:39:00,39143.4167
2021-07-30 15:40:00,39148.35
2021-07-30 15:41:01,39149.7067
2021-07-30 15:42:01,39117.7717
2021-07-30 15:43:01,39119.5333
2021-07-30 15:44:01,39117.5317
2021-07-30 15:45:01,39114.8433
2021-07-30 15:46:02,39099.545
2021-07-30 15:47:02,39109.4983
2021-07-30 15:48:02,39106.4883
2021-07-30 15:49:02,39095.6767
2021-07-30 15:50:03,39095.0933
2021-07-30 15:51:03,39096.3433
2021-07-30 15:52:03,39093.82
2021-07-30 15:53:03,39098.8783
2021-07-30 15:54:04,39102.66
2021-07-30 15:55:04,39105.225
2021-07-30 15:56:04,39085.51
2021-07-30 15:57:04,39090.4533
2021-07-30 15:58:04,39103.9083
2021-07-30 15:59:04,39106.6233
2021-07-30 16:00:05,39104.6283
2021-07-30 16:01:05,39104.1733
2021-07-30 16:02:05,39120.1467
2021-07-30 16:03:05,39095.4867
2021-07-30 16:04:05,39107.1783
2021-07-30 16:05:06,39113.6083
2021-07-30 16:06:06,39112.4117
2021-07-30 16:07:06,39111.7867
2021-07-30 16:08:06,39103.62
2021-07-30 16:09:07,39104.5083
2021-07-30 16:10:07,39113.1283
2021-07-30 16:11:07,39129.3367
2021-07-30 16:12:07,39161.8383
2021-07-30 16:13:07,39163.9617
2021-07-30 16:14:08,39161.1133
2021-07-30 16:15:08,39168.18
2021-07-30 16:16:08,39175.4967
2021-07-30 16:17:08,39282.3783
2021-07-30 16:18:08,39240.6583
2021-07-30 16:19:08,39245.9683
2021-07-30 16:20:09,39261.0667
2021-07-30 16:21:09,39307.9767
2021-07-30 16:22:09,39333.2083
2021-07-30 16:23:10,39296.125
2021-07-30 16:24:10,39318.965
2021-07-30 16:25:10,39345.1233
2021-07-30 16:26:10,39388.3383
2021-07-30 16:27:10,39374.215
2021-07-30 16:28:11,39346.0083
2021-07-30 16:29:11,39335.1433
2021-07-30 16:30:11,39354.925
2021-07-30 16:31:12,39395.6233
2021-07-30 16:32:12,39360.87
2021-07-30 16:33:12,39341.685
2021-07-30 16:34:12,39361.0683
2021-07-30 16:35:13,39346.4117
2021-07-30 16:36:13,39316.9367
2021-07-30 16:37:13,39322.735
2021-07-30 16:38:13,39328.795
2021-07-30 16:39:13,39340.315
2021-07-30 16:40:13,39333.4583
2021-07-30 16:41:14,39334.1483
2021-07-30 16:42:14,39326.0283
2021-07-30 16:43:14,39298.1667
2021-07-30 16:44:14,39297.6183
2021-07-30 16:45:14,39298.4683
2021-07-30 16:46:15,39303.405
2021-07-30 16:47:15,39314.8367
2021-07-30 16:48:15,39316.27
2021-07-30 16:49:16,39313.4867
2021-07-30 16:50:16,39298.7567
2021-07-30 16:51:16,39314.6767
2021-07-30 16:52:16,39336.2417
2021-07-30 16:53:16,39360.225
2021-07-30 16:54:17,39385.4583
2021-07-30 16:55:17,39400.5033
2021-07-30 16:56:17,39395.96
2021-07-30 16:57:17,39525.6317
2021-07-30 16:58:17,39558.525
2021-07-30 16:59:17,39646.5067
2021-07-30 17:00:18,39735.4433
2021-07-30 17:01:18,39879.9917
2021-07-30 17:02:18,39837.2917
2021-07-30 17:03:18,39829.9883
2021-07-30 17:04:19,39829.5567
2021-07-30 17:05:19,39820.7483
2021-07-30 17:06:20,39791.045
2021-07-30 17:07:20,39820.0083
2021-07-30 17:08:20,39788.9583
2021-07-30 17:09:20,39827.1117
2021-07-30 17:10:21,39969.3567
2021-07-30 17:11:21,40004.3167
2021-07-30 17:12:22,39997.8633
2021-07-30 17:13:22,39997.8633
2021-07-30 17:14:22,40026.8783
2021-07-30 17:15:22,40026.8783
2021-07-30 17:16:23,40109.2033
2021-07-30 17:17:23,40109.2033
2021-07-30 17:18:23,40185.5583
2021-07-30 17:19:23,40185.5583
2021-07-30 17:20:24,40107.2983
2021-07-30 17:21:24,40107.2983
2021-07-30 17:22:24,40205.985
2021-07-30 17:23:24,40205.985
2021-07-30 17:24:24,40214.6383
2021-07-30 17:25:25,40212.5167
2021-07-30 17:26:25,40184.95
2021-07-30 17:27:25,40208.3433
2021-07-30 17:28:25,40184.6917
2021-07-30 17:29:25,40188.0083
2021-07-30 17:30:26,40241.3833
2021-07-30 17:31:26,40296.7333
2021-07-30 17:32:26,40283.2117
2021-07-30 17:33:26,40194.435
2021-07-30 17:34:26,40204.4533
2021-07-30 17:35:27,40204.4533
2021-07-30 17:36:27,40211.9867
2021-07-30 17:37:27,40212.15
2021-07-30 17:38:27,40212.15
2021-07-30 17:39:27,40265.8017
2021-07-30 17:40:28,40242.7267
2021-07-30 17:41:28,40256.9417
2021-07-30 17:42:28,40256.9417
2021-07-30 17:43:28,40220.005
2021-07-30 17:44:28,40220.005
2021-07-30 17:45:29,40306.105
2021-07-30 17:46:29,40251.7067
2021-07-30 17:47:29,40271.5783
2021-07-30 17:48:29,40271.5783
2021-07-30 17:49:29,40405.26
2021-07-30 17:50:30,40490.08
2021-07-30 17:51:30,40811.9733
2021-07-30 17:52:30,41290.455
2021-07-30 17:53:30,41290.455
2021-07-30 17:54:30,40707.9133
2021-07-30 17:55:31,40707.9133
2021-07-30 17:56:31,41011.5233
2021-07-30 17:57:31,41011.5233
2021-07-30 17:58:31,40701.8583
2021-07-30 17:59:31,40701.8583
2021-07-30 18:00:31,40695.875
2021-07-30 18:01:32,40797.605
2021-07-30 18:02:32,40847.2867
2021-07-30 18:03:32,40847.2867
2021-07-30 18:04:32,40699.5133
2021-07-30 18:05:33,40693.0633
2021-07-30 18:06:33,40709.0533
2021-07-30 18:07:33,40741.8383
2021-07-30 18:08:33,40810.7517
2021-07-30 18:09:34,40802.4867
2021-07-30 18:10:34,40830.7667
2021-07-30 18:11:34,40855.1767
2021-07-30 18:12:34,40964.8317
2021-07-30 18:13:35,41044.39
2021-07-30 18:14:35,41013.625
2021-07-30 18:15:35,41037.1817
2021-07-30 18:16:35,40938.5517
2021-07-30 18:17:35,40895.07
2021-07-30 18:18:36,40961.1433
2021-07-30 18:19:36,40902.7117
2021-07-30 18:20:36,40886.6867
2021-07-30 18:21:37,40939.3667
2021-07-30 18:22:37,40971.3817
2021-07-30 18:23:37,40971.7283
2021-07-30 18:24:37,40889.4683
2021-07-30 18:25:37,40892.34
2021-07-30 18:26:37,40928.0467
2021-07-30 18:27:38,40882.6767
2021-07-30 18:28:38,40895.3667
2021-07-30 18:29:38,40908.0367
2021-07-30 18:30:39,40898.7917
2021-07-30 18:31:39,40962.4217
2021-07-30 18:32:40,41093.0167
2021-07-30 18:33:40,41132.4983
2021-07-30 18:34:40,41071.6367
2021-07-30 18:35:40,41158.285
2021-07-30 18:36:40,41217.7567
2021-07-30 18:37:40,41137.3583
2021-07-30 18:38:40,41173.18
2021-07-30 18:39:41,41233.2233
2021-07-30 18:40:41,41414.65
2021-07-30 18:41:41,41428.0067
2021-07-30 18:42:41,41451.4833
2021-07-30 18:43:41,41410.2183
2021-07-30 18:44:41,41427.2617
2021-07-30 18:45:42,41413.6333
2021-07-30 18:46:42,41458.6967
2021-07-30 18:47:42,41443.37
2021-07-30 18:48:42,41440.8967
2021-07-30 18:49:42,41456.525
2021-07-30 18:50:43,41456.1
2021-07-30 18:51:43,41432.6717
2021-07-30 18:52:43,41178.575
2021-07-30 18:53:43,41048.0267
2021-07-30 18:54:43,41093.5167
2021-07-30 18:55:44,41107.8833
2021-07-30 18:56:44,41090.835
2021-07-30 18:57:44,41092.1017
2021-07-30 18:58:44,41175.55
2021-07-30 18:59:45,41165.8683
2021-07-30 19:00:45,41203.01
2021-07-30 19:01:46,41230.9617
2021-07-30 19:02:46,41166.0667
2021-07-30 19:03:46,41210.95
2021-07-30 19:04:46,41272.4583
2021-07-30 19:05:46,41301.975
2021-07-30 19:06:47,41397.485
2021-07-30 19:07:47,41313.3067
2021-07-30 19:08:47,41247.8917
2021-07-30 19:09:48,41278.4283
2021-07-30 19:10:48,41235.6233
2021-07-30 19:11:48,41263.3417
2021-07-30 19:12:48,41243.8583
2021-07-30 19:13:48,41217.5933
2021-07-30 19:14:48,41216.6717
2021-07-30 19:15:49,41199.335
2021-07-30 19:16:49,41112.8617
2021-07-30 19:17:49,41050.84
2021-07-30 19:18:49,41051.175
2021-07-30 19:19:49,41082.325
2021-07-30 19:20:49,41097.6633
2021-07-30 19:21:49,41110.5933
2021-07-30 19:22:50,41168.3083
2021-07-30 19:23:50,41025.8017
2021-07-30 19:24:50,41053.665
2021-07-30 19:25:50,41060.995
2021-07-30 19:26:50,41112.4283
2021-07-30 19:27:50,41107.8033
2021-07-30 19:28:51,41170.1
2021-07-30 19:29:51,41193.3583
2021-07-30 19:30:51,41264.7033
2021-07-30 19:31:51,41294.39
2021-07-30 19:32:51,41287.6267
2021-07-30 19:33:52,41252.3683
2021-07-30 19:34:52,41253.8683
2021-07-30 19:35:52,41216.2967
2021-07-30 19:36:52,41268.78
2021-07-30 19:37:52,41260.3383
2021-07-30 19:38:52,41257.525
2021-07-30 19:39:53,41252.4733
2021-07-30 19:40:53,41238.6267
2021-07-30 19:41:53,41240.2017
2021-07-30 19:42:53,41215.84
2021-07-30 19:43:53,41214.0583
2021-07-30 19:44:53,41173.9217
2021-07-30 19:45:54,41161.7617
2021-07-30 19:46:54,41184.525
2021-07-30 19:47:54,41193.7133
2021-07-30 19:48:54,41262.0017
2021-07-30 19:49:54,41303.265
2021-07-30 19:50:54,41334.4767
2021-07-30 19:51:54,41313.9217
2021-07-30 19:52:55,41314.0667
2021-07-30 19:53:55,41322.7233
2021-07-30 19:54:55,41332.3267
2021-07-30 19:55:55,41310.9983
2021-07-30 19:56:55,41324.8867
2021-07-30 19:57:56,41397.625
2021-07-30 19:58:56,41477.095
2021-07-30 19:59:57,41480.7483
2021-07-30 20:00:57,41396.465
2021-07-30 20:01:57,41502.115
2021-07-30 20:02:57,41388.6917
2021-07-30 20:03:57,41368.155
2021-07-30 20:04:58,41427.2683
2021-07-30 20:05:58,41465.3883
2021-07-30 20:06:58,41443.625
2021-07-30 20:07:58,41485.595
2021-07-30 20:08:58,41461.4217
2021-07-30 20:09:59,41448.07
2021-07-30 20:10:59,41420.1667
2021-07-30 20:11:59,41461.2867
2021-07-30 20:12:59,41470.7833
2021-07-30 20:13:59,41557.9617
2021-07-30 20:15:00,41533.4217
