idpozo,sigla,formprod,coordenadax,coordenaday
68596,YPF.SC.LH-384,BBAR,-68.77614,-46.64105
68597,YPF.SC.LH-386,BBAR,-68.82285,-46.63321
68598,YPF.SC.LH-387,BBAR,-68.82826,-46.63717
68599,YPF.SC.LH-389,BBAR,-68.83362,-46.63694
68600,YPF.SC.LH-390,BBAR,-68.82855,-46.63356
68601,YPF.SC.LH-391,BBAR,-68.81748,-46.63323
68602,YPF.SC.LH-392,CAST,-68.81748,-46.63677
68603,YPF.SC.LH-393,BBAR,-68.81786,-46.64024
68604,YPF.SC.LH-394,BBAR,-68.82277,-46.64052
68605,YPF.SC.LH-395,CAST,-68.81262,-46.6367
68606,YPF.SC.LH-396,CAST,-68.81754,-46.62948
68607,YPF.SC.LH-397,BBAR,-68.81275,-46.63356
68608,YPF.SC.LH-398,BBAR,-68.82289,-46.62947
68609,YPF.SC.LH-403,CAST,-68.81275,-46.62965
68610,YPF.SC.LH-404,BBAR,-68.82847,-46.62962
68611,YPF.SC.LH-405,BBAR,-68.83311,-46.6337
68612,YPF.SC.LH-406,BBAR,-68.82816,-46.64096
68613,YPF.SC.LH-407,BBAR,-68.8331,-46.640301
68614,YPF.SC.LH-408,BBAR,-68.83829,-46.64059
68615,YPF.SC.LH-410,BBAR,-68.82811,-46.61838
68616,YPF.SC.LH-411,BBAR,-68.82336,-46.61925
68617,YPF.SC.LH-412,BBAR,-68.82326,-46.62197
68618,YPF.SC.LH-413,CAST,-68.81803,-46.62195
68619,YPF.SC.LH-414,CAST,-68.82863,-46.62605
68620,YPF.SC.LH-415,BBAR,-68.81783,-46.62589
68621,YPF.SC.LH-416,BBAR,-68.81289,-46.62608
68622,YPF.SC.LH-417,BBAR,-68.83373,-46.62966
68623,YPF.SC.LH-418,CAST,-68.80757,-46.62983
68624,YPF.SC.LH-419,CAST,-68.84347,-46.63368
68625,YPF.SC.LH-420,CAST,-68.83832,-46.63364
68626,YPF.SC.LH-421,BBAR,-68.80775,-46.63318
68627,YPF.SC.LH-422,CAST,-68.84891,-46.63671
68628,YPF.SC.LH-423,CAST,-68.84385,-46.63633
68629,YPF.SC.LH-424,BBAR,-68.84875,-46.64046
68630,YPF.SC.LH-425,BBAR,-68.84345,-46.64054
68631,YPF.SC.LH-426,CAST,-68.81164,-46.64055
68632,YPF.SC.LH-427,CAST,-68.80752,-46.64048
68633,YPF.SC.LH-428,BBAR,-68.84867,-46.64319
68634,YPF.SC.LH-429,BBAR,-68.84341,-46.64338
68635,YPF.SC.LH-430,BBAR,-68.83821,-46.64322
68636,YPF.SC.LH-432,CAST,-68.82529,-46.66572
68637,YPF.SC.LH-433,CAST,-68.83078,-46.66759
68638,YPF.SC.LH-434,CAST,-68.797595,-46.666901
68639,YPF.SC.LH-439,CAST,-68.80004,-46.66865
68640,YPF.SC.LH-440,CAST,-68.80271,-46.6405
68641,YPF.SC.LH-441,BBAR,-68.80183,-46.63695
68642,YPF.SC.LH-442,BBAR,-68.80272,-46.63369
68643,YPF.SC.LH-443,CAST,-68.80223,-46.62994
68644,YPF.SC.LH-444,BBAR,-68.81294,-46.62202
68645,YPF.SC.LH-445,BBAR,-68.81291,-46.61842
68646,YPF.SC.LH-446,BBAR,-68.81867,-46.6185
68647,YPF.SC.LH-447,CAST,-68.80148,-46.64359
68648,YPF.SC.LH-448,CAST,-68.79757,-46.64019
68649,YPF.SC.LH-449,CAST,-68.79727,-46.64315
68650,YPF.SC.LH-450,CAST,-68.80616,-46.64311
68651,YPF.SC.LH-451,CAST,-68.86168,-46.50961
68652,YPF.SC.LH-452,CAST,-68.85582,-46.51761
68653,YPF.SC.LH-453,CAST,-68.83871,-46.5142
68654,YPF.SC.LH-454,BBAR,-68.80282,-46.50974
68655,YPF.SC.LH-467,CAST,-68.79951,-46.66376
68656,YPF.SC.LH-468,CAST,-68.79428,-46.66412
68657,YPF.SC.LH-469,BBAR,-68.81889,-46.61453
68658,YPF.SC.LH-476,CAST,-68.87048,-46.5262
68659,YPF.SC.LH-477,CAST,-68.87507,-46.51112
68660,YPF.SC.LH-478,CAST,-68.85745,-46.52623
68661,YPF.SC.LH-495,BBAR,-68.81537,-46.64285
68662,YPF.SC.LH-496,BBAR,-68.81995,-46.6429
68663,YPF.SC.LH-497,BBAR,-68.82453,-46.64291
68664,YPF.SC.LH-498,BBAR,-68.82916,-46.64324
68665,YPF.SC.LH-499,BBAR,-68.8336,-46.64325
68666,YPF.SC.LH-546,CAST,-68.78516,-46.68673
68667,YPF.SC.LH-557,CAST,-68.83724,-46.60388
68668,YPF.SC.LH-611,CAST,-68.75629,-46.52471
68669,YPF.SC.LH-612,CAST,-68.75832,-46.50476
68670,YPF.SC.LH-657,BBAR,-68.85213,-46.63919
68671,YPF.SC.LH-658,BBAR,-68.85532,-46.64104
68672,YPF.SC.LH-659,BBAR,-68.83992,-46.61236
68673,YPF.SC.LH-661,BBAR,-68.84338,-46.61705
68674,YPF.SC.LH-708,CAST,-68.80935,-46.56356
68675,YPF.SC.LH-709,CAST,-68.84045,-46.5688
68676,YPF.SC.LH-710,CAST,-68.84257,-46.58515
68677,YPF.SC.LH-715,BBAR,-68.85523,-46.63792
68678,YPF.SC.LH-731,CAST,-68.80864,-46.57085
68679,YPF.SC.LH-733,CAST,-68.79036,-46.58089
68680,YPF.SC.LH-783,CAST,-68.84114,-46.64491
68681,YPF.SC.LH-784,CAST,-68.82475,-46.66901
68682,YPF.SC.LH-785,BBAR,-68.83067,-46.50957
68683,YPF.SC.LH-787,CAST,-68.82437,-46.51045
68684,YPF.SC.LH-788,CAST,-68.82706,-46.50854
68685,YPF.SC.LH-790,BBAR,-68.84543,-46.64601
68686,YPF.SC.LH-791,BBAR,-68.8209,-46.66726
68687,YPF.SC.LH-796,CAST,-68.81223,-46.56561
68688,YPF.Md.LH.x-1,POTR,-69.15577,-33.1317
68689,YPF.Md.LH.x-2,POTR,-69.18658,-33.10701
68690,YPF.Md.LH.x-3,VILL,-69.16478,-33.14112
68691,YPF.Md.LH.x-4,POTR,-69.18267,-33.11974
68692,LI-1,AGRI,-69.8169,-36.4744
68693,YPF.SC.LMA.x-1,BBAR,-69.07917,-46.65365
68694,CAD.SC.LMA.x-1001,CAST,-69.08668,-46.61457
68695,CAD.SC.LMA.x-1002,CAST,-69.18595,-46.53407
68696,CAD.SC.LMA.x-1003,BBAR,-69.15413,-46.55098
68697,YPF.Md.LPiO.x-1,POTR,-69.14284,-33.17245
68698,YPF.Md.LPO.x-1,CACH,-68.96969,-33.29234
68699,YPF.Md.LPO.x-2,RBCO,-68.9898,-33.26354
68700,YPF.Md.LP.x-1,CACH,-69.12508,-33.17661
68701,YPF.Md.LP.x-10,VILL,-69.12162,-33.15353
68702,YPF.Md.LP.x-11,VILL,-69.08465,-33.16735
68703,YPF.Md.LP.x-2,POTR,-69.09567,-33.15093
68704,YPF.Md.LP.x-3,POTR,-69.10007,-33.14723
68705,YPF.Md.LP.x-4,POTR,-69.09182,-33.15409
68706,YPF.Md.LP.x-5,POTR,-69.12496,-33.16957
68707,YPF.Md.LP.x-6,CACH,-69.13676,-33.17362
68708,YPF.Md.LP.x-7,POTR,-69.14215,-33.19264
68709,YPF.Md.LP.x-8,VILL,-69.10155,-33.13308
68710,YPF.Md.LP.x-9,VILL,-69.1172,-33.137301
68711,YPF.SC.ME-1,CSEC,-67.82563,-46.57144
68712,YPF.SC.ME-10,CSEC,-67.82284,-46.57026
68713,CAD.SC.ME-1002,MELC,-68.06283,-46.55753
68714,CAD.SC.ME-1003,MELC,-67.84716,-46.55006
68715,CAD.SC.ME-1007,MELC,-68.00943,-46.5545
68716,CAD.SC.ME-1008,MELC,-67.98316,-46.55021
68717,CAD.SC.ME-1009,MELC,-68.00699,-46.54892
68718,CAD.SC.ME-1010,MELC,-67.99556,-46.54042
68719,CAD.SC.ME-1011,MELC,-67.99798,-46.55622
68720,CAD.SC.ME-1012,MELC,-67.98572,-46.55595
68721,CAD.SC.ME-1013,MELC,-67.83914,-46.54641
68722,CAD.SC.ME-1014,MELC,-67.83822,-46.54356
68723,CAD.SC.ME-1015,MELC,-67.98226,-46.55592
68724,CAD.SC.ME-1017,MELC,-67.9791,-46.55762
68725,CAD.SC.ME-1018,MELC,-68.04021,-46.55853
68726,CAD.SC.ME-1020,MELC,-67.98776,-46.55414
68727,CAD.SC.ME-1021,MELC,-67.9837,-46.55363
68728,CAD.SC.ME-1023,MELC,-67.97616,-46.55933
68729,CAD.SC.ME-1028,MELC,-67.83558,-46.54562
68730,CAD.SC.ME-1031,MELC,-67.86052,-46.53923
68731,CAD.SC.ME-1042,MELC,-67.83945,-46.54871
68732,CAD.SC.ME-1043,MELC,-67.83604,-46.55112
68733,CAD.SC.ME-1049,MELC,-68.04691,-46.56009
68734,CAD.SC.ME-1051,MELC,-68.08841,-46.5538
68735,CAD.SC.ME-1052,MELC,-68.08726,-46.55761
68736,CAD.SC.ME-1053,MELC,-68.03511,-46.55223
68737,CAD.SC.ME-1055,MELC,-68.07028,-46.54786
68738,YPF.SC.ME-106,CSEC,-67.85061,-46.58685
68739,CAD.SC.ME-1060,MELC,-68.06285,-46.58042
68740,CAD.SC.ME-1061,MELC,-68.04599,-46.54564
68741,CAD.SC.ME-1063,MELC,-68.0882,-46.56856
68742,YPF.SC.ME-107,CSEC,-67.83259,-46.6054
68743,YPF.SC.ME-108,CSEC,-67.88393,-46.56327
68744,YPF.SC.ME-109,CSEC,-67.9395,-46.57686
68745,YPF.SC.ME-11,CSEC,-67.80597,-46.57367
68746,YPF.SC.ME-110,CSEC,-67.89942,-46.58731
68747,YPF.SC.ME-111,CSEC,-67.81985,-46.5562
68748,YPF.SC.ME-112,MELC,-67.84388,-46.5792
68749,YPF.SC.ME-113,CSEC,-67.85871,-46.56567
68750,YPF.SC.ME-119,CSEC,-67.87248,-46.55421
68751,YPF.SC.ME-12,CSEC,-67.80902,-46.5749
68752,YPF.SC.ME-120,CSEC,-67.86694,-46.54223
68753,YPF.SC.ME-13,CSEC,-67.80863,-46.57264
68754,YPF.SC.ME-134,MELC,-68.04162,-46.58929
68755,YPF.SC.ME-135,CSEC,-67.98065,-46.58882
68756,YPF.SC.ME-136,CSEC,-67.96984,-46.58651
68757,YPF.SC.ME-137,CSEC,-67.95687,-46.58189
68758,YPF.SC.ME-138,CSEC,-67.84118,-46.61444
68759,YPF.SC.ME-139,CSEC,-67.83724,-46.60977
68760,YPF.SC.ME-14,CSEC,-67.80538,-46.57588
68761,YPF.SC.ME-142,CSEC,-67.83253,-46.60095
68762,YPF.SC.ME-143,CSEC,-67.82415,-46.60087
68763,YPF.SC.ME-144,CSEC,-67.84943,-46.6189
68764,YPF.SC.ME-145,CSEC,-67.84119,-46.61895
68765,YPF.SC.ME-146,CSEC,-67.83227,-46.62332
68766,YPF.SC.ME-15,CSEC,-67.81985,-46.56682
68767,YPF.SC.ME-154,CSEC,-67.83003,-46.61662
68768,YPF.SC.ME-155,CSEC,-67.83435,-46.6212
68769,YPF.SC.ME-156,CSEC,-67.83619,-46.62327
68770,YPF.SC.ME-157,CSEC,-67.83434,-46.61668
68771,YPF.SC.ME-158,CSEC,-67.83648,-46.61894
68772,YPF.SC.ME-159,CSEC,-67.83873,-46.62121
68773,YPF.SC.ME-16,CSEC,-67.81736,-46.56555
68774,YPF.SC.ME-160,CSEC,-67.84081,-46.62349
68775,YPF.SC.ME-161,CSEC,-67.82806,-46.60518
68776,YPF.SC.ME-162,CSEC,-67.83026,-46.60764
68777,YPF.SC.ME-163,CSEC,-67.83239,-46.60993
68778,YPF.SC.ME-164,CSEC,-67.83447,-46.6122
68779,YPF.SC.ME-165,CSEC,-67.83891,-46.61684
68780,YPF.SC.ME-166,CSEC,-67.84287,-46.62126
68781,YPF.SC.ME-167,CSEC,-67.82605,-46.59858
68782,YPF.SC.ME-168,CSEC,-67.82818,-46.60086
68783,YPF.SC.ME-169,CSEC,-67.83036,-46.60386
68784,YPF.SC.ME-17,CSEC,-67.82194,-46.56499
68785,YPF.SC.ME-170,CSEC,-67.8346,-46.60772
68786,YPF.SC.ME-171,CSEC,-67.83873,-46.61225
68787,YPF.SC.ME-173,CSEC,-67.84529,-46.61906
68788,YPF.SC.ME-174,CSEC,-67.83042,-46.59867
68789,YPF.SC.ME-175,CSEC,-67.83465,-46.60323
68790,YPF.SC.ME-176,CSEC,-67.83682,-46.60544
68791,YPF.SC.ME-177,CSEC,-67.83891,-46.60777
68792,YPF.SC.ME-178,CSEC,-67.84108,-46.60992
68793,YPF.SC.ME-179,CSEC,-67.83463,-46.59867
68794,YPF.SC.ME-18,CSEC,-67.81282,-46.57086
68795,YPF.SC.ME-180,CSEC,-67.83693,-46.6009
68796,YPF.SC.ME-181,CSEC,-67.83903,-46.60323
68797,YPF.SC.ME-182,CSEC,-67.84115,-46.6055
68798,YPF.SC.ME-183,CSEC,-67.84346,-46.60773
68799,YPF.SC.ME-184,CSEC,-67.83909,-46.59875
68800,YPF.SC.ME-185,CSEC,-67.84125,-46.60103
68801,YPF.SC.ME-186,CSEC,-67.84338,-46.6033
68802,YPF.SC.ME-187,CSEC,-67.89958,-46.62176
68803,YPF.SC.ME-188,MELC,-67.87768,-46.62157
68804,YPF.SC.ME-19,CSEC,-67.80593,-46.57142
68805,YPF.SC.ME-191,CSEC,-67.84723,-46.62102
68806,YPF.SC.ME-193,CSEC,-68.03748,-46.58033
68807,YPF.SC.ME-194,CSEC,-68.00699,-46.5801
68808,YPF.SC.ME-195,CSEC,-67.991701,-46.5779
68809,YPF.SC.ME-196,CSEC,-67.9657,-46.57765
68810,YPF.SC.ME-198,MELC,-68.01349,-46.57338
68811,YPF.SC.ME-199,MELC,-68.03751,-46.57115
68812,YPF.SC.ME-2,CSEC,-67.82497,-46.57408
68813,YPF.SC.ME-20,CSEC,-67.81704,-46.56793
68814,YPF.SC.ME-200,CSEC,-67.87991,-46.62386
68815,AST.SC.ME-2001,MELC,-67.99282,-46.56032
68816,AST.SC.ME-2002,MELC,-68.04226,-46.57225
68817,AST.SC.ME-2003,MELC,-67.94861,-46.58349
68818,AST.SC.ME-2005,MELC,-67.7879,-46.56474
68819,AST.SC.ME-2006,CSEC,-67.84859,-46.61208
68820,AST.SC.ME-2007,MELC,-67.99281,-46.5676
68821,AST.SC.ME-2008,MELC,-67.99946,-46.56381
68822,AST.SC.ME-2009,MELC,-67.98848,-46.55896
68823,AST.SC.ME-2010,MELC,-68.00417,-46.56622
68824,AST.SC.ME-2012,MELC,-67.95481,-46.58724
68825,AST.SC.ME-2013,MELC,-67.98377,-46.55859
68826,AST.SC.ME-2015,MELC,-67.9902,-46.56461
68827,AST.SC.ME-2016,MELC,-67.98059,-46.56083
68828,AST.SC.ME-2017,MELC,-67.98294,-46.56439
68829,AST.SC.ME-2018,MELC,-67.78367,-46.56703
68830,AST.SC.ME-2019,MELC,-67.96138,-46.58474
68831,AST.SC.ME-2020,MELC,-67.96541,-46.58773
68832,AST.SC.ME-2022,MELC,-67.78599,-46.56905
68833,AST.SC.ME-2025,MELC,-67.95624,-46.58314
68834,AST.SC.ME-2026,MELC,-67.7826,-46.56285
68835,AST.SC.ME-2027,MELC,-67.81408,-46.57268
68836,AST.SC.ME-2028,MELC,-67.96777,-46.58186
68837,AST.SC.ME-2029,MELC,-67.79075,-46.56774
68838,AST.SC.ME-2030,MELC,-67.77933,-46.56547
68839,AST.SC.ME-2031,MELC,-67.78154,-46.56987
68840,AST.SC.ME-2032,MELC,-67.96888,-46.57403
68841,AST.SC.ME-2033,MELC,-67.886,-46.57623
68842,AST.SC.ME-2034,MELC,-67.971202,-46.577395
68843,AST.SC.ME-2035,MELC,-67.89207,-46.57458
68844,AST.SC.ME-2036,MELC,-67.97384,-46.57441
68845,AST.SC.ME-2037,MELC,-67.93721,-46.56436
68846,AST.SC.ME-2038,MELC,-67.9638,-46.57386
68847,AST.SC.ME-2039,MELC,-67.9965,-46.56178
68848,AST.SC.ME-2041,MELC,-67.97913,-46.57423
68849,AST.SC.ME-2042,MELC,-67.93074,-46.58657
68850,AST.SC.ME-2043,MELC,-67.9594,-46.57221
68851,AST.SC.ME-2044,MELC,-67.98315,-46.57251
68852,AST.SC.ME-2045,MELC,-67.96858,-46.57084
68853,AST.SC.ME-2046,MELC,-67.96388,-46.57068
68854,AST.SC.ME-2047,MELC,-67.95424,-46.57223
68855,AST.SC.ME-2048,MELC,-67.97274,-46.57138
68856,AST.SC.ME-2049,MELC,-67.97731,-46.57161
68857,AST.SC.ME-2050,MELC,-68.03151,-46.57119
68858,AST.SC.ME-2051,MELC,-67.95955,-46.5758
68859,AST.SC.ME-2052,MELC,-67.95443,-46.57588
68860,AST.SC.ME-2053,MELC,-67.9505,-46.58595
68861,AST.SC.ME-2054,MELC,-68.02605,-46.57133
68862,AST.SC.ME-2055,MELC,-67.93632,-46.5714
68863,AST.SC.ME-2056,MELC,-68.03472,-46.57376
68864,AST.SC.ME-2057,MELC,-67.98089,-46.57035
68865,AST.SC.ME-2059,MELC,-68.02637,-46.58409
68866,AST.SC.ME-2060,MELC,-67.99265,-46.55882
68867,AST.SC.ME-2061,MELC,-67.9932,-46.56222
68868,AST.SC.ME-2062,MELC,-67.99682,-46.56539
68869,AST.SC.ME-2063,MELC,-67.98955,-46.57173
68870,AST.SC.ME-2064,MELC,-67.99935,-46.56188
68871,AST.SC.ME-2065,MELC,-67.97759,-46.57667
68872,YPF.SC.ME-208,MELC,-68.08074,-46.55946
68873,YPF.SC.ME-209,CSEC,-68.02472,-46.57597
68874,YPF.SC.ME-21,CSEC,-67.81434,-46.56649
68875,YPF.SC.ME-210,CSEC,-68.00876,-46.58666
68876,YPF.SC.ME-211,CSEC,-67.97874,-46.57768
68877,YPF.SC.ME-214,CSEC,-67.95905,-46.58853
68878,YPF.SC.ME-22,CSEC,-67.798,-46.57494
68879,YPF.SC.ME-223,CSEC,-67.83928,-46.54107
68880,YPF.SC.ME-224,CSEC,-67.82502,-46.54689
68881,YPF.SC.ME-23,CSEC,-67.81367,-46.56878
68882,YPF.SC.ME-240,CSEC,-68.02185,-46.58696
68883,YPF.SC.ME-241,CSEC,-67.99562,-46.58677
68884,YPF.SC.ME-25,CSEC,-67.80379,-46.56965
68885,YPF.SC.ME-255,CSEC,-67.8985,-46.60495
68886,YPF.SC.ME-256,CSEC,-67.93944,-46.59483
68887,YPF.SC.ME-257,CSEC,-67.92258,-46.55324
68888,YPF.SC.ME-258,CSEC,-67.85029,-46.61534
68889,YPF.SC.ME-259,CSEC,-67.90937,-46.59539
68890,YPF.SC.ME-26,CSEC,-67.80943,-46.57032
68891,YPF.SC.ME-260,CSEC,-67.90246,-46.57893
68892,YPF.SC.ME-261,CSEC,-67.87595,-46.58339
68893,YPF.SC.ME-269,CSEC,-67.95248,-46.58633
68894,YPF.SC.ME-27,CSEC,-67.80252,-46.57234
68895,YPF.SC.ME-270,CSEC,-67.95679,-46.58637
68896,YPF.SC.ME-271,CSEC,-67.95905,-46.58414
68897,YPF.SC.ME-272,CSEC,-67.96116,-46.58639
68898,YPF.SC.ME-273,CSEC,-67.96324,-46.58868
68899,YPF.SC.ME-274,CSEC,-67.96567,-46.58651
68900,YPF.SC.ME-275,CSEC,-67.96762,-46.58872
68901,YPF.SC.ME-276,CSEC,-67.96786,-46.58443
68902,YPF.SC.ME-277,CSEC,-67.97198,-46.58875
68903,YPF.SC.ME-278,CSEC,-67.97202,-46.58421
68904,YPF.SC.ME-279,CSEC,-67.97407,-46.58652
68905,YPF.SC.ME-28,CSEC,-67.79121,-46.5765
68906,YPF.SC.ME-280,CSEC,-67.97651,-46.58909
68907,YPF.SC.ME-281,CSEC,-67.97852,-46.58659
68908,YPF.SC.ME-282,CSEC,-67.98077,-46.58434
68909,YPF.SC.ME-283,CSEC,-67.98253,-46.58654
68910,YPF.SC.ME-284,CSEC,-67.98492,-46.58873
68911,YPF.SC.ME-285,CSEC,-67.99162,-46.58671
68912,YPF.SC.ME-286,CSEC,-67.99371,-46.58897
68913,YPF.SC.ME-287,CSEC,-67.99379,-46.58445
68914,YPF.SC.ME-288,CSEC,-67.99806,-46.58898
68915,YPF.SC.ME-289,CSEC,-67.99812,-46.58444
68916,YPF.SC.ME-29,CSEC,-67.7954,-46.57358
68917,YPF.SC.ME-290,CSEC,-68.00026,-46.58674
68918,YPF.SC.ME-291,CSEC,-68.00243,-46.58906
68919,YPF.SC.ME-292,CSEC,-68.00458,-46.5868
68920,YPF.SC.ME-293,CSEC,-68.00677,-46.58905
68921,YPF.SC.ME-294,CSEC,-68.01159,-46.58906
68922,YPF.SC.ME-295,MELC,-68.0829,-46.58749
68923,YPF.SC.ME-296,MELC,-68.07012,-46.57385
68924,YPF.SC.ME-297,CSEC,-68.06546,-46.5524
68925,YPF.SC.ME-3,CSEC,-67.82305,-46.5672
68926,YPF.SC.ME-30,CSEC,-67.79912,-46.57287
68927,VOA.SC.ME-3001,MELC,-68.05434,-46.56997
68928,VOA.SC.ME-3002,CSEC,-67.8514,-46.53558
68929,VOA.SC.ME-3003,MELC,-68.08646,-46.55557
68930,VOA.SC.ME-3004,MELC,-67.99023,-46.52005
68931,VOA.SC.ME-3005,CSEC,-68.04888,-46.56919
68932,VOA.SC.ME-3006,MELC,-67.99211,-46.55374
68933,VOA.SC.ME.a-3008,MELC,-67.95257,-46.56492
68934,VOA.SC.ME-3009,CSEC,-67.99381,-46.57696
68935,YPF.SC.ME-301,CSEC,-67.87587,-46.59426
68936,VOA.SC.ME-3010,MELC,-67.96818,-46.58545
68937,VOA.SC.ME.a-3011,MELC,-68.02944,-46.56072
68938,VOA.SC.ME-3012,MELC,-68.0328,-46.56078
68939,VOA.SC.ME-3013,MELC,-68.07262,-46.55056
68940,VOA.SC.ME-3014,MELC,-68.04038,-46.56157
68941,VOA.SC.ME-3015,MELC,-68.06867,-46.55036
68942,VOA.SC.ME-3016,MELC,-68.05071,-46.57122
68943,VOA.SC.ME-3017,MELC,-67.97538,-46.55668
68944,VOA.SC.ME-3018,MELC,-68.03693,-46.56235
68945,YPF.SC.ME-302,CSEC,-67.87762,-46.59676
68946,VOA.SC.ME-3020,MELC,-67.9888,-46.56211
68947,VOA.SC.ME-3021,MELC,-68.05026,-46.57371
68948,VOA.SC.ME.a-3022,MELC,-67.98626,-46.57659
68949,VOA.SC.ME-3024,MELC,-67.98989,-46.57741
68950,VOA.SC.ME.a-3025,MELC,-68.01085,-46.56148
68951,VOA.SC.ME-3026,MELC,-68.00104,-46.57578
68952,VOA.SC.ME-3027,MELC,-67.99347,-46.57954
68953,VOA.SC.ME-3028,MELC,-67.99759,-46.57802
68954,VOA.SC.ME-3029,MELC,-67.99736,-46.57576
68955,YPF.SC.ME-303,CSEC,-67.87747,-46.59187
68956,VOA.SC.ME-3030,MELC,-68.04785,-46.57586
68957,VOA.SC.ME.a-3031,MELC,-68.02229,-46.57599
68958,VOA.SC.ME-3032,MELC,-67.95665,-46.56514
68959,VOA.SC.ME-3033,MELC,-68.00484,-46.57543
68960,VOA.SC.ME-3034,MELC,-68.0026,-46.57322
68961,VOA.SC.ME-3036,MELC,-67.959997,-46.564497
68962,VOA.SC.ME-3037,MELC,-68.02459,-46.57811
68963,VOA.SC.ME.a-3038,MELC,-67.9704,-46.56448
68964,VOA.SC.ME-3039,MELC,-68.02817,-46.56274
68965,YPF.SC.ME-304,CSEC,-67.87948,-46.5943
68966,VOA.SC.ME-3040,MELC,-68.0139,-46.56231
68967,VOA.SC.ME-3041,MELC,-67.96273,-46.56602
68968,VOA.SC.ME-3042,MELC,-68.02072,-46.57841
68969,VOA.SC.ME-3043,CSEC,-67.96664,-46.56586
68970,VOA.SC.ME-3044,MELC,-68.00537,-46.55141
68971,VOA.SC.ME.a-3045,MELC,-67.96481,-46.55397
68972,VOA.SC.ME-3046,MELC,-67.96289,-46.56096
68973,VOA.SC.ME-3047,MELC,-67.96095,-46.55356
68974,VOA.SC.ME-3048,MELC,-67.96871,-46.55481
68975,VOA.SC.ME-3049,MELC,-67.96644,-46.55987
68976,YPF.SC.ME-305,CSEC,-67.88152,-46.59667
68977,VOA.SC.ME-3050,MELC,-67.96788,-46.56237
68978,VOA.SC.ME-3051,MELC,-67.95899,-46.56186
68979,VOA.SC.ME.a-3052,MELC,-67.94341,-46.54558
68980,VOA.SC.ME.a-3053,MELC,-68.01004,-46.54024
68981,VOA.SC.ME-3054,MELC,-67.97238,-46.56203
68982,VOA.SC.ME-3055,MELC,-67.96397,-46.56359
68983,VOA.SC.ME.a-3056,MELC,-67.80657,-46.56397
68984,VOA.SC.ME-3057,MELC,-67.97424,-46.56445
68985,VOA.SC.ME-3058,MELC,-67.97016,-46.55956
68986,VOA.SC.ME.a-3059,MELC,-67.94476,-46.56566
68987,VOA.SC.ME-306,CSEC,-67.88334,-46.5991
68988,VOA.SC.ME-3060,MELC,-68.01367,-46.55958
68989,VOA.SC.ME.a-3061,MELC,-67.92425,-46.56115
68990,VOA.SC.ME.a-3062,MELC,-68.00576,-46.58292
68991,VOA.SC.ME-3063,MELC,-67.92048,-46.56191
68992,VOA.SC.ME.a-3064,MELC,-67.91007,-46.57291
68993,VOA.SC.ME-3065,MELC,-67.91503,-46.5606
68994,VOA.SC.ME.a-3066,MELC,-67.91017,-46.58073
68995,VOA.SC.ME-3067,MELC,-67.9063,-46.57279
68996,VOA.SC.ME-3068,MELC,-67.94891,-46.56622
68997,VOA.SC.ME.a-3069,MELC,-67.78063,-46.57518
68998,VOA.SC.ME-3070,MELC,-67.84589,-46.56308
68999,VOA.SC.ME-3071,MELC,-68.01224,-46.57759
69000,VOA.SC.ME-3072,MELC,-68.01656,-46.57808
69001,VOA.SC.ME.a-3073,CSEC,-68.07,-46.58714
69002,VOA.SC.ME-3074,CSEC,-68.0465,-46.55647
69003,VOA.SC.ME-3075,CSEC,-68.03285,-46.5635
69004,VOA.SC.ME-3076,CSEC,-68.04907,-46.55445
69005,VOA.SC.ME-3077,CSEC,-68.01771,-46.56338
69006,VOA.SC.ME-3079,CSEC,-68.05288,-46.55384
69007,YPF.SC.ME-306,CSEC,-67.88748,-46.60407
69008,VOA.SC.ME-3080,MELC,-68.00343,-46.5779
69009,VOA.SC.ME-3081,MELC,-68.05032,-46.55702
69010,VOA.SC.ME-3082,MELC,-67.88013,-46.57593
69011,VOA.SC.ME-3083,MELC,-68.007103,-46.577598
69012,VOA.SC.ME-3084,CSEC,-67.94061,-46.58429
69013,VOA.SC.ME.a-3085,CSEC,-67.87157,-46.59467
69014,VOA.SC.ME-3086,CSEC,-67.86863,-46.59291
69015,VOA.SC.ME-3087,MELC,-68.07609,-46.56982
69016,VOA.SC.ME-3088,CSEC,-67.86577,-46.59099
69017,VOA.SC.ME-3089,CSEC,-67.82175,-46.59172
69018,YPF.SC.ME-309,CSEC,-67.8813,-46.59165
69019,VOA.SC.ME-3090,CSEC,-67.87407,-46.59673
69020,VOA.SC.ME-3091,MELC,-67.97714,-46.56193
69021,VOA.SC.ME-3092,MELC,-68.07952,-46.57105
69022,VOA.SC.ME-3093,BBAR,-67.91213,-46.56205
69023,VOA.SC.ME-3094,CSEC,-67.87696,-46.59851
69024,VOA.SC.ME.a-3095,CSEC,-67.85616,-46.5957
69025,VOA.SC.ME-3096,CSEC,-68.08354,-46.57054
69026,VOA.SC.ME-3097,MELC,-67.95524,-46.56252
69027,VOA.SC.ME-3098,MELC,-67.98195,-46.58783
69028,VOA.SC.ME-3099,CSEC,-67.85116,-46.59275
69029,YPF.SC.ME-31,CSEC,-67.802,-46.57446
69030,YPF.SC.ME-310,CSEC,-67.88532,-46.59674
69031,VOA.SC.ME-3100,MELC,-68.07253,-46.56884
69032,VOA.SC.ME-3101,MELC,-67.98469,-46.58596
