idpozo,sigla,formprod,coordenadax,coordenaday
147261,PAE.Ch.Z-1269,CORI,-68.561894,-45.944692
147262,PAE.Ch.Z-1338,CORI,-68.586789,-45.928451
147263,PAE.Ch.Z-1343,CORI,-68.556851,-45.944518
147264,PBE.Nq.PH-1974,HUIT,-69.0763,-37.28591
147265,YPF.Md.ECP-97(d),POTR,-68.81822132,-33.06607674
147266,YPF.Md.Vi-1004(I),BARR,-68.39718783,-33.5571947
147267,YPF.Md.Vi-1004(I),PAPA,-68.39718783,-33.5571947
147268,YPF.Md.Vi-289(I),BARR,-68.42556611,-33.55597302
147269,YPF.MdN.PBN.xp-37,LAJA,-69.47919087,-37.15462529
147270,YPF.MdN.PBN.xp-37,LOTE,-69.47919087,-37.15462529
147271,YPF.Nq.AT-178,QTUC,-68.84916309,-38.73577494
147272,YPF.Nq.AT-190(d),LOTE,-68.86954196,-38.72840267
147273,YPF.Nq.AT-190(d),QTUC,-68.86954196,-38.72840267
147274,YPF.Nq.AT-191(d),LOTE,-68.87150077,-38.72941934
147275,YPF.Nq.AT-191(d),QTUC,-68.87150077,-38.72941934
147276,YPF.Nq.AT-195,QTUC,-68.84218883,-38.74333555
147277,YPF.Nq.AT-219(d),LOTE,-68.88005785,-38.73144995
147278,YPF.Nq.AT-219(d),QTUC,-68.88005785,-38.73144995
147279,YPF.Nq.AT-230(d),LOTE,-68.85144276,-38.73371147
147280,YPF.Nq.AT-230(d),QTUC,-68.85144276,-38.73371147
147281,YPF.Nq.AT-239(d),LOTE,-68.82922574,-38.76806651
147282,YPF.Nq.AT-255(d),LOTE,-68.85167578,-38.73982074
147283,YPF.Nq.AT-255(d),QTUC,-68.85167578,-38.73982074
147284,YPF.Nq.BAñ.x-6,VMUT,-69.08227628,-38.1029978
147285,YPF.Nq.ChSN-518,AGRI,-69.32553813,-37.3424139
147286,YPF.Nq.ChSN-520,HUIT,-69.32624723,-37.34012964
147287,YPF.Nq.Cto1-529,BASA,-69.1585659,-38.91384589
147288,YPF.Nq.DB-442,AGRI,-69.05800309,-37.34003806
147289,YPF.Nq.DB-442,RAYO,-69.05800309,-37.34003806
147290,YPF.Nq.DB-447,AGRI,-69.07985254,-37.33633155
147291,YPF.Nq.DB-490(d),AGRI,-69.0376238,-37.36617252
147292,YPF.Nq.LLL-687(d),VMUT,-68.74487551,-38.31496778
147293,YPF.Nq.LLL-710(d),VMUT,-68.89020005,-38.31123257
147294,YPF.Nq.LLL-711(d),VMUT,-68.88985536,-38.31204214
147295,YPF.Nq.LLL-712(d),VMUT,-68.8898567,-38.31123126
147296,YPF.Nq.LLL-713(d),VMUT,-68.89019837,-38.31204327
147297,YPF.Nq.LLL-718(d),VMUT,-68.90367822,-38.31408624
147298,YPF.Nq.LLL-719(d),VMUT,-68.90333091,-38.3148963
147299,YPF.Nq.LLL-720(d),VMUT,-68.90333393,-38.31408686
147300,YPF.Nq.LLL-721(d),VMUT,-68.90367508,-38.31489767
147301,YPF.Nq.LLL-724(d),VMUT,-68.89709409,-38.31283158
147302,YPF.Nq.LLL-725(d),VMUT,-68.89744249,-38.31364232
147303,YPF.Nq.Laj-40(d),LAJA,-68.92104773,-38.75286467
147304,YPF.Nq.Laj-47(d),LAJA,-68.91161694,-38.75314096
147305,YPF.Nq.Laj-56(d),LAJA,-68.93880739,-38.75739713
147306,YPF.Nq.Laj-57(d),LAJA,-68.93840446,-38.75730765
147307,YPF.Nq.RDM-14,MULI,-69.35453229,-38.55725332
147308,YPF.Nq.RDM-16(d),MULI,-69.28484434,-38.56772203
147309,YPF.Nq.RDM-17,MULI,-69.29617718,-38.54997284
147310,YPF.Nq.RDM-22,MULI,-69.29613275,-38.54053797
147311,YPF.Nq.RDM-24,MULI,-69.27322002,-38.54103609
147312,YPF.Nq.SOil-35(d),VMUT,-68.57222617,-38.35479427
147313,YPF.Nq.SOil-36(d),VMUT,-68.57188438,-38.35478635
147314,YPF.Nq.SOil-37(d),VMUT,-68.57223538,-38.35560211
147315,YPF.Nq.SOil-38(d),VMUT,-68.57189139,-38.35559581
147316,YPF.Nq.SOil-42(d),VMUT,-68.66368657,-38.33996031
147317,YPF.Nq.SOil-65(d),VMUT,-68.60250627,-38.3482079
147318,YPF.Nq.SOil-66,VMUT,-68.60250856,-38.34741199
147319,YPF.RN.PuB-163,LOMO,-67.9424834,-37.66914419
147320,YPF.RN.SP-291(I),QTUC,-68.1562792,-37.6734193
147321,YPF.RN.SP-343,QTUC,-68.2002385,-37.64424693
147322,YPF.RN.SP-344,QTUC,-68.20198935,-37.63939053
147323,YPF.RN.SP.IA-182(I),QTUC,-68.20835958,-37.6379438
147324,Pp.Nq.Ce-1210(D),LAJA,-68.21711126,-38.90419258
147325,PAE.Ch.Tr-7,POD1,-68.54381217,-45.84941794
147326,Q.SC.AELM-25,FIMP,-69.7040277777778,-50.6631388888889
147327,TPT.Nq.FP.x-1003,VMUT,-69.1016206,-38.5361592
147328,TPT.Ch.S-2685,MELC,-67.86615349,-45.89435553
147329,CAP.Ch.A-604,GLAU,-67.470048,-45.73292119
147330,CAP.Ch.AE-1032,GLAU,-67.44857446,-45.72209196
147331,CAP.Ch.D-270,CORI,-67.71121109,-45.76145101
147332,CAP.Ch.K-409,ELTR,-67.64441468,-45.75347289
147333,CAP.Ch.L-108,CORI,-67.71377236,-45.68415964
147334,SIN.SC.EH-4058,CSEC,-68.06725,-46.600183
147335,SIN.SC.EH-4090,CSEC,-68.11239,-46.59283
147336,SIN.SC.EH-4107,CSEC,-68.137906,-46.54224
147337,SIN.SC.EH-4150,CSEC,-68.160608,-46.546232
147338,SIN.SC.PC-3061,CSEC,-68.755898,-46.519897
147339,OXY.SC.SPC-1187,BBAR,-68.708866,-46.617347
147340,SIN.SC.SPC-3033,BBAR,-68.770633,-46.583005
147341,APS.Nq.Sa-1211,LMOL,-68.30124938,-38.91338898
147342,APS.Nq.SC-1025(d),QTUC,-68.424408,-38.932615
147343,CHA.Nq.ET.ia-1064,HUIT,-69.39659,-37.41203
147344,CHA.Nq.ET-1210,HUIT,-69.33782,-37.38871
147345,CHA.Nq.ET-1237,HUIT,-69.33607,-37.39705
147346,GTE.Fr.Proa-3,PLAR,-62.0644945,-23.2049378
147347,CHA.RN.PFO-27,PROS,-67.52402,-38.70464
147350,PEL.Nq.BMo-2043,TORD,-68.50957,-38.22597
147351,PEL.Nq.BMo-2044,TORD,-68.50032,-38.23025
147352,PEL.Nq.BP-1032,TORD,-68.34593,-38.14872
147353,PEL.Nq.BP-1034(d),TORD,-68.33717,-38.16216
147354,OXY.SC.CS-2284(d),CSEC,-67.648195,-46.522748
147355,PCR.MdN.S-268,GNEU,-69.51216,-34.97585
147356,TAU.Nq.APN-29(h),MULI,-69.1731635,-38.205639
147357,PCR.LP.EM-2439,CHYO,-67.70909,-37.96862
147358,PCR.LP.EM-2439,QTUC,-67.70909,-37.96862
147359,PCR.LP.EM-2448,CHYO,-67.58334,-38.13018
147360,PCR.LP.EM-2448,QTUC,-67.58334,-38.13018
147361,PBE.RN.EM-1745(d),QTUC,-67.83352814,-38.08581304
147362,PBE.RN.EM-1745(d),CHYO,-67.83352814,-38.08581304
147363,PBE.RN.EM-1755,CENT,-67.88853886,-37.94943383
147364,PBE.RN.TA-1170(d),QTUC,-67.71451691,-38.14625663
147365,PBE.RN.TA-1170(d),CHYO,-67.71451691,-38.14625663
147366,PBE.RN.TA-1173,QTUC,-67.72469876,-38.15197455
147367,PBE.RN.TA-1173,CHYO,-67.72469876,-38.15197455
147368,PBE.RN.TA-1174(d),QTUC,-67.75922328,-38.12161253
147369,PBE.RN.TA-1174(d),CHYO,-67.75922328,-38.12161253
147375,PBE.Nq.M-1032d,MULI,-69.3576533,-38.59803146
147376,PBE.RN.TA-1154(d),QTUC,-67.7431454,-38.10638193
147377,PBE.RN.TA-1154(d),CHYO,-67.7431454,-38.10638193
147378,PBE.RN.TA-1169,QTUC,-67.72046067,-38.1522978
147379,PBE.RN.TA-1169,CHYO,-67.72046067,-38.1522978
147380,PBE.RN.TA-1176,QTUC,-67.75257328,-38.09672463
147381,PBE.RN.TA-1176,CHYO,-67.75257328,-38.09672463
147382,ENA.LP.MCO.x-1,PREC,-67.4444641,-38.179046
147383,ENA.LP.PRN.x-2,PREC,-67.50047515,-38.207734
147384,ENA.LP.EJS.x-1,PREC,-67.50628,-38.1952
147385,AME.LP.Al.x-1,PREC,-67.429481,-38.181932
147386,AME.LP.ECO.x-1,PREC,-67.435064,-38.166136
147387,AME.LP.EJ.a-5,PREC,-67.504549,-38.183585
147388,PLU.Nq.Ce-1348,LOTE,-68.21600069,-38.91431301
147389,Pp.Nq.Ce-1064,TORD,-68.19537621,-38.89007666
147390,YPF.Nq.Ce.a-12,LAJA,-68.2319871,-38.87860757
147391,PLU.Nq.AB-1143(d),LAJA,-68.925837,-38.822992
147392,PLU.Nq.AB-1109,LAJA,-68.985796,-38.820377
147393,PLU.MdN.ECN-3047,CENT,-68.333622,-37.437524
147394,PLU.MdN.ECN-3048,CENT,-68.299168,-37.462468
147395,PLU.LP.Me-1009,MULI,-68.132281,-37.554325
147396,PLU.LP.Me.a-1010,MULI,-68.077331,-37.549756
147397,PLU.LP.PP-1023,CENT,-68.16807862,-37.51872262
147398,PLU.Nq.AB-1129(d),LAJA,-68.91132538,-38.82669501
147399,PAE.Ch.CD-1081,CORI,-68.2572,-45.742468
147400,PAE.Ch.CD-1131,MELC,-68.307667,-45.746699
147401,PAE.Ch.O.ia-1056,CORI,-68.663687,-45.922902
147402,PAE.Nq.LA-151,LAJA,-68.26948,-38.73519
147403,PAE.Ch.Z-1344,CORI,-68.552014,-45.941003
147404,PAE.Nq.LA.a-153,LAJA,-68.30079,-38.71226
147405,PAE.Ch.LF-217,CORI,-68.607866,-45.671241
147406,PAE.Ch.RCh.ia-1043,CORI,-68.489111,-45.687895
147407,PAE.Ch.VH-882,CORI,-68.563204,-45.749856
147408,PAE.Ch.Z.ia-1346,CORI,-68.552736,-45.946423
147409,PAE.SC.KK-1299,CSEC,-68.291239,-46.695752
147410,PAE.Ch.CD-1103,CORI,-68.286807,-45.734483
147411,PAE.Ch.CD.ia-1028,CORI,-68.269643,-45.737348
147412,PAE.Ch.RCh.ia-1047,CORI,-68.503332,-45.690448
147413,PAE.Ch.CG-1211,CORI,-68.288596,-45.81378
147414,PAE.Ch.O.ia-1073,CORI,-68.720596,-45.938101
147415,SHE.Nq.AM.x-3(h),VMUT,-69.083233,-37.735703
147416,CAP.Ch.K-399,CORI,-67.65127242,-45.73276924
147417,YPF.Ch.B-554(d),GCHU,-67.62529519,-45.74421629
147418,YPF.Ch.E-879(d),GCHU,-67.69045409,-45.81119847
147419,YPF.Ch.E.IA-959,GCHU,-67.87520445,-45.85068416
147420,YPF.Ch.Gbk.IA-1156(I),GCHU,-67.76772774,-45.5775445
147421,YPF.Ch.LC-824,GCHU,-67.96229963,-45.67478075
147422,YPF.Ch.LC-860,GCHU,-67.97575534,-45.67577277
147423,YPF.Ch.LC.a-859(d),GCHU,-68.04928548,-45.62206318
147424,YPF.SC.CG-822,BBAR,-68.82178136,-46.45813562
147425,YPF.SC.CG-867,BBAR,-68.82316954,-46.46283217
147426,YPF.SC.CL-2206,CSEC,-67.65010131,-46.64828284
147427,YPF.SC.CL-2267,CSEC,-67.71142951,-46.66002527
147428,YPF.SC.CP-103,BBAR,-69.86157524,-46.27726189
147429,YPF.SC.CP-125,BBAR,-69.90433757,-46.2247954
147430,YPF.SC.CnE-1277,BBAR,-68.71377041,-46.45721364
147431,YPF.SC.CnE-1278,BBAR,-68.72072956,-46.45540366
147432,YPF.SC.CnE-1293,BBAR,-68.71983627,-46.45169079
147433,YPF.SC.ECh-305,BBAR,-69.52684425,-46.44827128
147434,YPF.SC.ECh-311(d),BBAR,-69.53781312,-46.4655054
147435,YPF.SC.ECh-368,BBAR,-69.5160302,-46.43181442
147436,YPF.SC.ED-381,CSEC,-68.16204859,-46.75010564
147437,YPF.SC.KK-513,CSEC,-68.13387801,-46.71364028
147438,YPF.SC.LC-894,BBAR,-69.09807132,-46.39621964
147439,YPF.SC.LH-1240,BBAR,-68.94953221,-46.5794719
147440,YPF.SC.LH-1241,BBAR,-68.952467,-46.5843453
147441,YPF.SC.LP.IA-2619,BBAR,-69.14553799,-46.12956158
147442,YPF.SC.LP.IA-2620,BBAR,-69.18851526,-46.12494006
147443,YPF.SC.LP.IA-2634,BBAR,-69.18021705,-46.12272401
147444,YPF.SC.LP.IA-2637,BBAR,-69.17681285,-46.12961105
147445,YPF.SC.PT-1208,CSEC,-68.03772742,-46.70497539
147446,PEL.Nq.BMo-2042,TORD,-68.50496,-38.22318
147447,PEL.Nq.BoMo-32,TORD,-68.28585,-38.14326
147448,TPT.Ch.S-2679,MELC,-67.9414118,-45.89335024
147449,TPT.Ch.S-2682,MELC,-67.87072691,-45.89305587
147450,YPF.Md.ECP-99(d),POTR,-68.79706334,-33.0657508
147451,YPF.Md.NRBl.a-21,HUIT,-69.16217847,-37.09311296
147452,YPF.Md.NRBl.a-21,TORD,-69.16217847,-37.09311296
147453,YPF.Md.U-120,RBCO,-68.96346649,-33.30470131
147454,YPF.Md.Vi-1135,BARR,-68.42713289,-33.56987089
147455,YPF.MdN.ChLSN-1219(d),HUIT,-69.60621918,-36.96570373
147456,YPF.Nq.AT-221(d),LOTE,-68.7913017,-38.7631503
147457,YPF.Nq.AT-238(d),LOTE,-68.85780025,-38.75792326
147458,YPF.Nq.AT.IA-248(d),LOTE,-68.80313195,-38.77227324
147459,YPF.Nq.Cto1-530(d),BASA,-69.16295621,-38.91393326
147460,YPF.Nq.DB-443(d),AGRI,-69.05350322,-37.34163221
147461,YPF.Nq.DB.a-461,AGRI,-69.05562568,-37.35776658
147462,YPF.Nq.LLL-441(d),SBLA,-68.60963921,-38.49760303
147463,YPF.Nq.LLL-686,VMUT,-68.7452146,-38.31498329
147464,YPF.Nq.LLL-715(d)(I),QTUC,-68.90734081,-38.31033387
147465,YPF.Nq.LLL-722(d),VMUT,-68.89743643,-38.31283143
147466,YPF.Nq.LLL-723(d),VMUT,-68.89709878,-38.31364301
147467,YPF.Nq.LLL-730(d),VMUT,-68.9184179,-38.30651515
147468,YPF.Nq.LLL-731(d),VMUT,-68.91807434,-38.30732697
147469,YPF.Nq.LLL-732(d),VMUT,-68.91806497,-38.30650671
147470,YPF.Nq.LLL-733(d),VMUT,-68.91842111,-38.30732388
147471,YPF.Nq.LLL-738(d),VMUT,-68.90495576,-38.30366021
147472,YPF.Nq.LLL-739(d),VMUT,-68.9046075,-38.30446883
147473,YPF.Nq.LLL-740(d),VMUT,-68.90495929,-38.30446659
147474,YPF.Nq.LLL-741(d),VMUT,-68.90461313,-38.30366165
147475,YPF.Nq.LLL-753(d),QTUC,-68.90505853,-38.29796987
147476,YPF.Nq.Laj-53(d),LAJA,-68.90684507,-38.76272325
147477,YPF.Nq.Laj-54(d),LAJA,-68.90658573,-38.76298905
147478,YPF.Nq.Laj-62(d),LAJA,-68.96301014,-38.74697128
147479,YPF.Nq.Laj-91(d),LAJA,-68.96260355,-38.74688449
147480,YPF.Nq.PN-1(I),CENT,-68.31579437,-37.61676545
147481,YPF.Nq.PN-1(I),RAYO,-68.31579437,-37.61676545
147482,YPF.Nq.PN-7(I),CENT,-68.35815057,-37.61469668
147483,YPF.Nq.PN-7(I),MULI,-68.35815057,-37.61469668
147484,YPF.Nq.RDM-34,MULI,-69.30761966,-38.54093058
147485,YPF.Nq.RiAlN.x-2,CENT,-68.9282093,-37.71587395
147486,YPF.Nq.SOil-58,VMUT,-68.60329385,-38.33328131
147487,YPF.Nq.SOil-62(d),VMUT,-68.59608374,-38.33321697
147488,YPF.Nq.SOil-72(h),VMUT,-68.63771708,-38.33461906
147489,YPF.Nq.VAM-63(d),MULI,-68.90837298,-37.69264391
147490,YPF.RN.NVV.a-3,LOMO,-67.99804792,-37.61972067
147491,YPF.RN.PuB.a-165,LOMO,-67.98498522,-37.65059561
147492,YPF.RN.SP-138(I),QTUC,-68.15408717,-37.66956256
147493,YPF.RN.SP-334,QTUC,-68.18157456,-37.64919268
147494,YPF.RN.SP.IA-176(I),QTUC,-68.18558418,-37.64855036
147495,TPT.Ch.S-2634,MELC,-67.86763579,-45.86887913
147496,YPF.Nq.LLL.a-340,SBLA,-68.8189333,-38.4205619
147497,SIN.SC.EH-4088,CSEC,-68.099324,-46.597729
147498,SIN.SC.EH-4094,CSEC,-68.169132,-46.533698
147499,SIN.SC.EH-4160(d),CSEC,-68.415961,-46.533146
147500,SIN.SC.LH-3018(d),BBAR,-68.842755,-46.619605
147501,SIN.SC.MEN-5050,CSEC,-67.923571,-46.541812
147502,SIN.SC.MEN-5053,CSEC,-67.975806,-46.541344
147503,CHA.Nq.ET-356,HUIT,-69.3376,-37.39917
147504,CHA.Nq.ET-972,HUIT,-69.25393,-37.39298
147505,APA.Nq.RCo-1053(d),PREC,-69.18106,-39.07908
147506,PBE.RN.EM-1749,QTUC,-67.87035063,-38.04638972
147507,PBE.RN.EM-1749,CHYO,-67.87035063,-38.04638972
147508,PBE.RN.TA-1168(d),QTUC,-67.73402988,-38.12535433
147509,PBE.RN.TA-1168(d),CHYO,-67.73402988,-38.12535433
147510,PBE.RN.TA-1177(d),QTUC,-67.72524905,-38.15155118
147511,PBE.RN.TA-1177(d),CHYO,-67.72524905,-38.15155118
147512,PBE.SCA.EaAF-40,MAGA,-70.49237794,-50.75363991
147513,PBE.SC.AEaAF-41,MAGA,-70.53965271,-50.76916473
147514,PBE.SCA.EaLN.x-1,MAGA,-70.80725369,-50.58326278
147515,GYP.Nq.LoC-2,LOTE,-68.51438056,-38.09821111
147516,GYP.Nq.LoC-3,LOTE,-68.50915307,-38.10286007
147517,GYP.Nq.LoC.a-4,LOTE,-68.523725,-38.08480278
147518,GYP.Nq.LoC.a-5,LOTE,-68.52367778,-38.10058889
147519,PCR.MdN.S.a-214,GNEU,-69.54513,-34.96162
147520,PCR.MdN.S.a-214,HUIT,-69.54513,-34.96162
147521,PCR.MdN.S.a-214,CHCH,-69.54513,-34.96162
147522,PLU.Nq.AB.ia-1145(d),LAJA,-68.956456,-38.817015
147523,PLU.Nq.NA-1157,CHLL,-68.981063,-39.022903
147524,PCR.LP.EM-2451,CHYO,-67.58315,-38.1327
147525,PCR.LP.EM-2451,QTUC,-67.58315,-38.1327
147526,PCR.LP.EM-2447,CHYO,-67.62134,-38.0514
147527,PCR.LP.EM-2447,QTUC,-67.62134,-38.0514
147528,GYP.Nq.LoC.a-8,LOTE,-68.50594444,-38.11024444
147529,PLU.MdN.CoHS.ia-3015,CENT,-68.379477,-37.43949
147530,PLU.LP.LJN.x-1,MULI,-68.046993,-37.546484
147531,PLU.MdN.CoHS-3013,CENT,-68.362633,-37.425825
147532,PLU.MdN.ECN-3049,CENT,-68.307772,-37.413001
147533,PLU.MdN.ECN.a-3046,CENT,-68.35390564,-37.38750311
147534,PLU.MdN.ECN.a-3046,GNEU,-68.35390564,-37.38750311
147535,PBE.RN.TA-1172(d),QTUC,-67.72756634,-38.14425291
147536,PBE.RN.TA-1172(d),CHYO,-67.72756634,-38.14425291
147537,PBE.Nq.RN-1072d,LAJA,-68.23888889,-38.71481274
147538,PBE.Nq.RN-1072d,PROS,-68.23888889,-38.71481274
147539,CHA.Nq.ET-1239,HUIT,-69.32326,-37.39658
147540,CHA.Nq.ET-710Bis,HUIT,-69.33155,-37.39258
147541,CHA.Nq.ET-970,HUIT,-69.30857,-37.38916
147542,CHA.Nq.ET-978,HUIT,-69.29405,-37.39041
147543,YPF.Ch.E-866,GCHU,-67.82534097,-45.82876562
147544,YPF.Ch.E-965(d),GCHU,-67.89009863,-45.84422077
147545,YPF.Ch.Gbk-1160(d),GCHU,-67.83568597,-45.58864139
147546,YPF.Ch.Gbk.IA-1153,GCHU,-67.76738097,-45.58135954
147547,YPF.Ch.GbkE.x-2,GCHU,-67.69450875,-45.60025918
147548,YPF.Ch.LC-826,GCHU,-67.96010472,-45.67877691
147549,YPF.Ch.LC-831(d),GCHU,-67.98474643,-45.63445852
147550,YPF.Ch.LC-862,GCHU,-67.92613479,-45.6331361
147551,YPF.Ch.LC-870,GCHU,-67.91265134,-45.62869314
147552,YPF.Ch.LC-873,GCHU,-67.95788512,-45.67421314
147553,YPF.Ch.LC-874,GCHU,-67.95175506,-45.6733276
147554,YPF.Ch.RA-1012(h),GCHU,-67.37582018,-45.76599896
147555,YPF.SC.BB-133,BBAR,-68.44648957,-46.40135809
147556,YPF.SC.CG-856,BBAR,-68.99107883,-46.46832708
147557,YPF.SC.CG-857,BBAR,-68.98970716,-46.48173315
147558,YPF.SC.CG-868,BBAR,-68.99161022,-46.46365378
147559,YPF.SC.CG-871,BBAR,-68.84562837,-46.43029767
147560,YPF.SC.CP-126,BBAR,-69.9188912,-46.22067179
147561,YPF.SC.CP-132,BBAR,-69.91497142,-46.21917528
147562,YPF.SC.CnE-1100,BBAR,-68.72992965,-46.45208562
147563,YPF.SC.CnE-1273,BBAR,-68.70839994,-46.48021474
147564,YPF.SC.ECh-294(d),BBAR,-69.52113111,-46.40840899
147565,YPF.SC.ECh-423,BBAR,-69.52170426,-46.42837655
147566,YPF.SC.KK-514,CSEC,-68.10015237,-46.70671729
147567,YPF.SC.LC-878,BBAR,-69.11382008,-46.40155693
147568,YPF.SC.LP.IA-2592,BBAR,-69.17813732,-46.10796534
147569,YPF.SC.LP.IA-2593,BBAR,-69.18334974,-46.10962273
147570,YPF.SC.LP.IA-2624,BBAR,-69.17778283,-46.12101262
147571,YPF.SC.LP.IA-2630,BBAR,-69.18065783,-46.1062891
147572,YPF.SC.LP.IA-2656,BBAR,-69.16573696,-46.1391933
147573,YPF.SC.LP.IA-2660,BBAR,-69.18149795,-46.13518669
147574,YPF.SC.ME-1148,CSEC,-67.75615212,-46.60252978
147575,YPF.SC.ME-1149,CSEC,-67.74674115,-46.60506601
147576,YPF.SC.PT-1200,CSEC,-68.03132085,-46.73875129
147577,PLU.MdN.CoHS.a-3014,CENT,-68.37390833,-37.42151667
147578,PAE.Ch.VH-1405,CORI,-68.580689,-45.805442
147579,PAE.SC.KK-1304,CSEC,-68.346899,-46.694038
147580,PAE.Ch.CD-1093(I),CORI,-68.208976,-45.762275
147581,PAE.Ch.CP-867,CORI,-68.485735,-45.827707
147582,PAE.Ch.O.a-1089,CORI,-68.598005,-45.935186
147583,PAE.SC.KK-1301,CSEC,-68.386744,-46.689641
147584,PAE.Nq.LA-170,LAJA,-68.29118,-38.72004
147585,PAE.Ch.R-1129,CORI,-68.40065,-45.848216
147586,PAE.Ch.CP.ia-868,CORI,-68.484663,-45.830874
147587,PAE.Ch.CD.ia-1021,CORI,-68.283485,-45.733886
147588,PAE.Ch.CG.ia-1199(d),CORI,-68.280771,-45.800275
147589,PAE.Ch.TP-970,POD1,-68.560223,-45.850015
147590,PAE.Ch.CG.ia-1197(d),CORI,-68.276595,-45.797601
147591,PAE.Ch.AG-941,CAST,-68.923681,-45.781337
147592,PAE.Ch.TP-972,POD1,-68.562978,-45.839983
147593,PAE.Nq.LA-167,LAJA,-68.28585,-38.72954
147594,PAE.Ch.RCh-1060,CORI,-68.499196,-45.683898
147595,PAE.Ch.AG-949(I),BBAR,-69.03189,-45.971489
147596,PAE.Ch.Z-1335,CORI,-68.586779,-45.923193
147597,PAE.Ch.VH.a-1402,MELC,-68.597123,-45.802662
147598,YPF.Md.PB-129(I),RBCO,-68.64663274,-33.48913033
147599,YPF.Md.VM-19(I),BARR,-68.59995304,-33.48549357
147600,YPF.MdN.ChuS.a-45,RAYO,-68.88030634,-37.34233927
147601,YPF.MdN.DB-465,RAYO,-69.03114664,-37.33156812
147602,YPF.MdN.LL-2035(h),GNEU,-69.22248126,-35.65250626
147603,YPF.MdN.LL-2060(h),GNEU,-69.22060379,-35.65250872
147604,YPF.Nq.AT-187(d),LOTE,-68.87123905,-38.73459613
147605,YPF.Nq.AT-187(d),QTUC,-68.87123905,-38.73459613
147606,YPF.Nq.AT-231(d),LOTE,-68.79887429,-38.75594177
147607,YPF.Nq.AT-244(d),QTUC,-68.79309402,-38.77108314
147608,YPF.Nq.AT-244(d),VMUT,-68.79309402,-38.77108314
147609,YPF.Nq.AT-246(d),LOTE,-68.83021633,-38.75305827
147610,YPF.Nq.AT.IA-247(d),LOTE,-68.81857432,-38.77042734
147611,YPF.Nq.CHO-52(d),RAYO,-68.83643929,-37.39833177
147612,YPF.Nq.CHO.a-37(d),RAYO,-68.81332898,-37.39336725
147613,YPF.Nq.CHO.a-55(d),RAYO,-68.83997537,-37.40017217
147614,YPF.Nq.DB-435,AGRI,-69.04849885,-37.35853361
147615,YPF.Nq.ECo-12,LOTE,-68.67169633,-38.63821787
147616,YPF.Nq.ECo-12,SBLA,-68.67169633,-38.63821787
147617,YPF.Nq.LLL-714(d),VMUT,-68.90768751,-38.3095865
147618,YPF.Nq.LLL-726(d),VMUT,-68.91178377,-38.30489408
147619,YPF.Nq.LLL-727(d),VMUT,-68.91143843,-38.30570533
147620,YPF.Nq.LLL-728(d),VMUT,-68.91143953,-38.30489508
147621,YPF.Nq.LLL-729(d),VMUT,-68.9117821,-38.30570586
147622,YPF.Nq.LLL-742(d),VMUT,-68.89413595,-38.30876778
147623,YPF.Nq.LLL-743(d),VMUT,-68.8941375,-38.30895723
147624,YPF.Nq.LLL-744,VMUT,-68.89503532,-38.30867417
147625,YPF.Nq.LLL-745(d),VMUT,-68.92017998,-38.30096594
147626,YPF.Nq.LLL-746(d),VMUT,-68.91983645,-38.30096327
147627,YPF.Nq.LLL-751(d),VMUT,-68.91222587,-38.30015234
147628,YPF.Nq.LLL-760(d),VMUT,-68.89714138,-38.3029058
147629,YPF.Nq.LLL-761(d),VMUT,-68.89676709,-38.30290277
147630,YPF.Nq.LLL-762(d),VMUT,-68.89711646,-38.30209525
147631,YPF.Nq.LLL-763(d),VMUT,-68.89677509,-38.30209477
147632,YPF.Nq.Laj-70(d),LAJA,-68.89996516,-38.75248433
147633,YPF.Nq.Laj-71(d),LAJA,-68.90039152,-38.75254568
147634,YPF.Nq.Laj-77(d),LAJA,-68.86212168,-38.75013073
147635,YPF.Nq.LajE.x-1,LAJA,-68.68999763,-38.70527588
147636,YPF.Nq.LmS-78(I),AGRI,-69.23798293,-37.33912498
147637,YPF.Nq.RDM-13(d),MULI,-69.36519807,-38.54968528
147638,YPF.Nq.RDM-23(d),MULI,-69.28467941,-38.54100599
147639,YPF.Nq.RDM-32,MULI,-69.3649636,-38.54076813
147640,YPF.Nq.RDM-51,MULI,-69.33827701,-38.54277067
147641,YPF.Nq.SOil-57(d),VMUT,-68.60328375,-38.33395955
147642,YPF.Nq.SOil-61(d),VMUT,-68.59607716,-38.33390648
147643,PBE.Nq.RN.e-1052,PROS,-68.17503822,-38.76320365
147644,PBE.Nq.M-1034,MULI,-69.42026069,-38.59553797
147645,TPT.Ch.S-2692,MELC,-67.90371733,-45.92445261
147646,TPT.Sc.ELMa-2007,CORI,-68.1671838392,-46.0990019773
147647,CAP.Ch.F-166,MELC,-67.70862407,-45.74718737
152130,PBE.Md.NPH-1757,HUIT,-69.0228,-37.27491
152131,PBE.Md.NPH-1802,HUIT,-69.0039,-37.27491
152132,PBE.Md.NPH-1839,HUIT,-69.0312,-37.27121
152133,PBE.Nq.PH-1469,HUIT,-69.1168,-37.2735
152134,PBE.Nq.PH-1475,HUIT,-69.14171,-37.2382
152135,PBE.Nq.PH-1517,HUIT,-69.1451,-37.3324
152136,PBE.Nq.PH-1518,HUIT,-69.0818,-37.2986
152137,PBE.Nq.PH-1519,HUIT,-69.0544,-37.3162
152138,PBE.Nq.PH-1520,HUIT,-69.0858,-37.2448
